adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
האורגן 7,21.2.2013,62,20564,3.0,5,1995,21,2,2013,1274968.0
האורגן 4,21.2.2013,93,16774,4.0,3,1995,21,2,2013,1559982.0
התזמורת 26,20.2.2013,80,18125,3.0,1,1998,20,2,2013,1450000.0
התזמורת 18,20.2.2013,70,16428,3.0,4,1997,20,2,2013,1149960.0
התזמורת 8,18.2.2013,69,18028,3.0,0,1996,18,2,2013,1243932.0
התזמורת 6,14.2.2013,83,16867,4.0,2,2007,14,2,2013,1399961.0
הגיתית 3,14.2.2013,109,23592,5.0,0,1990,14,2,2013,2571528.0
הגיתית 10,14.2.2013,92,15923,4.0,0,2001,14,2,2013,1464916.0
החליל 4,13.2.2013,67,19104,3.0,2,1990,13,2,2013,1279968.0
החליל 5,7.2.2013,84,18869,4.0,1,1998,7,2,2013,1584996.0
התזמורת 36,5.2.2013,92,17826,4.5,7,1996,5,2,2013,1639992.0
הגיתית 3,3.2.2013,111,20765,5.0,0,2000,3,2,2013,2304915.0
התוף 5,1.2.2013,44,25000,2.5,5,2002,1,2,2013,1100000.0
העוגב 2,30.1.2013,94,16489,4.0,0,1999,30,1,2013,1549966.0
העוגב 2,28.1.2013,75,16333,3.0,1,1996,28,1,2013,1224975.0
העוגב 10,27.1.2013,96,15208,4.0,3,2004,27,1,2013,1459968.0
התזמורת 36,27.1.2013,91,19175,4.5,7,1998,27,1,2013,1744925.0
התוף 5,21.1.2013,44,25000,2.5,7,1996,21,1,2013,1100000.0
התזמורת 42,20.1.2013,98,15306,4.0,1,1997,20,1,2013,1499988.0
האורגן 7,17.1.2013,91,20109,4.0,0,1996,17,1,2013,1829919.0
התזמורת 18,17.1.2013,70,18500,3.0,5,2000,17,1,2013,1295000.0
התזמורת 42,15.1.2013,118,15677,5.0,3,1998,15,1,2013,1849886.0
המפוחית 10,15.1.2013,105,16190,4.0,0,1997,15,1,2013,1699950.0
העוגב 9,13.1.2013,96,11666,3.5,4,1999,13,1,2013,1119936.0
התזמורת 12,13.1.2013,70,17428,3.0,2,1995,13,1,2013,1219960.0
החליל 20,7.1.2013,65,15384,3.0,1,1990,7,1,2013,999960.0
החליל 12,6.1.2013,50,20000,2.0,0,1997,6,1,2013,1000000.0
האורגן 9,2.1.2013,95,15631,4.0,1,1995,2,1,2013,1484945.0
הקלרנית 4,2.1.2013,96,16458,4.0,4,1999,2,1,2013,1579968.0
התזמורת 44,20.12.2012,118,14915,5.0,3,1996,20,12,2012,1759970.0
התזמורת 42,19.12.2012,98,14438,4.0,6,1996,19,12,2012,1414924.0
האורגן 4,17.12.2012,63,19365,3.0,5,1990,17,12,2012,1219995.0
הקלרנית 11,17.12.2012,101,15148,4.0,4,1999,17,12,2012,1529948.0
הכינור 2,9.12.2012,105,15095,5.0,4,1997,9,12,2012,1584975.0
הגיתית 9,6.12.2012,85,16117,3.5,3,1998,6,12,2012,1369945.0
הכינור 7,5.12.2012,70,17928,3.0,1,1980,5,12,2012,1254960.0
החליל 3,5.12.2012,67,18805,3.0,1,1980,5,12,2012,1259935.0
המפוחית 8,28.11.2012,82,16128,3.5,3,1997,28,11,2012,1322496.0
המפוחית 7,26.11.2012,72,16388,3.0,2,1998,26,11,2012,1179936.0
הגיתית 4,21.11.2012,92,16195,4.0,4,1997,21,11,2012,1489940.0
החליל 8,16.11.2012,72,25833,4.0,0,2000,16,11,2012,1859976.0
הגיתית 7,16.11.2012,85,15294,3.5,1,1997,16,11,2012,1299990.0
התזמורת 34,15.11.2012,90,15555,4.0,5,1997,15,11,2012,1399950.0
התזמורת 38,14.11.2012,73,18219,3.5,1,1995,14,11,2012,1329987.0
החליל 6,8.11.2012,88,15909,4.0,1,2000,8,11,2012,1399992.0
העוגב 10,6.11.2012,96,15625,4.0,5,1998,6,11,2012,1500000.0
התזמורת 6,4.11.2012,83,16506,4.0,4,1994,4,11,2012,1369998.0
החליל 4,4.11.2012,70,17500,3.0,2,1998,4,11,2012,1225000.0
התזמורת 32,2.11.2012,73,18698,3.0,1,1997,2,11,2012,1364954.0
האורגן 4,25.10.2012,111,20045,5.0,0,2002,25,10,2012,2224995.0
התזמורת 58,24.10.2012,100,15550,4.0,5,1997,24,10,2012,1555000.0
החליל 28,23.10.2012,87,14942,4.0,1,1998,23,10,2012,1299954.0
החליל 2,23.10.2012,69,17318,3.0,2,1989,23,10,2012,1194942.0
החליל 14,21.10.2012,66,18181,3.0,1,1800,21,10,2012,1199946.0
הכינור 9,18.10.2012,70,17500,3.0,4,1997,18,10,2012,1225000.0
התזמורת 8,17.10.2012,83,16144,4.0,3,2010,17,10,2012,1339952.0
הגיתית 4,16.10.2012,67,19402,3.0,3,1995,16,10,2012,1299934.0
המפוחית 9,12.10.2012,87,15402,3.5,1,1995,12,10,2012,1339974.0
התזמורת 58,11.10.2012,74,16216,3.0,6,1995,11,10,2012,1199984.0
הפסנתר 8,11.10.2012,100,17900,4.0,2,1998,11,10,2012,1790000.0
הגיתית 5,4.10.2012,100,15900,4.0,5,1988,4,10,2012,1590000.0
הגיתית 12,3.10.2012,67,18656,3.0,2,1998,3,10,2012,1249952.0
התזמורת 32,27.9.2012,88,18920,4.5,8,1999,27,9,2012,1664960.0
העוגב 2,27.9.2012,94,16063,4.0,2,1997,27,9,2012,1509922.0
העוגב 4,21.9.2012,93,15591,4.0,3,2000,21,9,2012,1449963.0
הגיתית 9,10.9.2012,67,18656,3.0,6,2000,10,9,2012,1249952.0
הפסנתר 6,9.9.2012,92,18641,4.0,0,2000,9,9,2012,1714972.0
העוגב 5,9.9.2012,94,15106,4.0,1,1990,9,9,2012,1419964.0
הפסנתר 3,6.9.2012,52,22115,2.5,2,1996,6,9,2012,1149980.0
הפסנתר 6,5.9.2012,108,16851,5.0,0,1999,5,9,2012,1819908.0
התזמורת 58,2.9.2012,100,13800,4.0,1,1997,2,9,2012,1380000.0
התוף 5,2.9.2012,43,24186,2.0,5,2000,2,9,2012,1039998.0
העוגב 7,27.8.2012,103,15097,4.0,5,1996,27,8,2012,1554991.0
הקלרנית 6,26.8.2012,113,16194,5.0,3,1998,26,8,2012,1829922.0
החליל 10,20.8.2012,65,16923,3.0,2,1998,20,8,2012,1099995.0
התזמורת 58,14.8.2012,77,16233,3.0,2,1997,14,8,2012,1249941.0
הכינור 7,12.8.2012,91,16098,4.0,5,1997,12,8,2012,1464918.0
האורגן 8,12.8.2012,93,16612,4.0,5,1997,12,8,2012,1544916.0
התזמורת 38,7.8.2012,111,15585,4.5,11,2000,7,8,2012,1729935.0
התזמורת 54,6.8.2012,90,16333,4.0,6,2000,6,8,2012,1469970.0
הכינור 9,6.8.2012,94,15106,4.0,5,1998,6,8,2012,1419964.0
התזמורת 40,5.8.2012,89,17921,4.5,4,1997,5,8,2012,1594969.0
העוגב 2,5.8.2012,100,13850,4.0,1,1997,5,8,2012,1385000.0
התזמורת 2,2.8.2012,76,17368,3.0,6,1997,2,8,2012,1319968.0
התזמורת 20,31.7.2012,98,14387,4.5,1,1995,31,7,2012,1409926.0
הפסנתר 6,30.7.2012,97,16726,4.0,5,2007,30,7,2012,1622422.0
הקלרנית 8,27.7.2012,73,18835,3.5,3,1997,27,7,2012,1374955.0
הגיתית 8,22.7.2012,67,19104,3.0,5,1996,22,7,2012,1279968.0
הכינור 3,22.7.2012,66,18181,3.0,3,2000,22,7,2012,1199946.0
האורגן 3,19.7.2012,62,20161,3.0,4,2002,19,7,2012,1249982.0
האורגן 1,19.7.2012,62,21935,3.0,4,1995,19,7,2012,1359970.0
החליל 22,19.7.2012,89,11235,4.0,2,1995,19,7,2012,999915.0
הגיתית 12,18.7.2012,85,16000,3.5,3,1999,18,7,2012,1360000.0
הפסנתר 4,13.7.2012,138,14492,5.0,5,1998,13,7,2012,1999896.0
התזמורת 12,5.7.2012,103,15922,5.0,2,1995,5,7,2012,1639966.0
המפוחית 10,3.7.2012,71,16971,3.0,3,1992,3,7,2012,1204941.0
התזמורת 12,3.7.2012,60,20333,3.0,1,1995,3,7,2012,1219980.0
התזמורת 2,27.6.2012,69,16956,3.0,7,1990,27,6,2012,1169964.0
התוף 9,27.6.2012,44,23977,3.0,2,2002,27,6,2012,1054988.0
המפוחית 4,21.6.2012,82,16951,3.5,3,2006,21,6,2012,1389982.0
הקלרנית 7,21.6.2012,112,15178,5.0,4,2000,21,6,2012,1699936.0
קלרינט 11,21.6.2012,116,14655,5.0,0,1998,21,6,2012,1699980.0
המפוחית 8,19.6.2012,83,16096,3.5,4,1997,19,6,2012,1335968.0
הקלרנית 3,17.6.2012,64,18750,3.0,2,1998,17,6,2012,1200000.0
התזמורת 40,15.6.2012,90,19111,4.5,8,1997,15,6,2012,1719990.0
העוגב 2,15.6.2012,85,17764,4.0,3,1998,15,6,2012,1509940.0
התזמורת 32,12.6.2012,92,17826,5.0,5,1996,12,6,2012,1639992.0
החליל 3,12.6.2012,67,20000,3.0,0,2000,12,6,2012,1340000.0
התזמורת 24,8.6.2012,120,14666,5.0,3,1997,8,6,2012,1759920.0
הגיתית 8,6.6.2012,67,17164,3.0,0,1998,6,6,2012,1149988.0
הכינור 9,6.6.2012,97,13969,4.0,1,1996,6,6,2012,1354993.0
המפוחית 4,4.6.2012,69,15942,3.0,1,1998,4,6,2012,1099998.0
המפוחית 8,4.6.2012,68,18735,3.0,3,2000,4,6,2012,1273980.0
התוף 5,3.6.2012,42,24095,2.5,2,2000,3,6,2012,1011990.0
המפוחית 8,30.5.2012,82,15121,3.5,2,1800,30,5,2012,1239922.0
התזמורת 36,30.5.2012,98,16479,4.5,3,1997,30,5,2012,1614942.0
התוף 7,23.5.2012,44,24318,2.5,7,2000,23,5,2012,1069992.0
התזמורת 34,18.5.2012,73,18013,3.0,1,1996,18,5,2012,1314949.0
התזמורת 8,16.5.2012,100,13500,4.0,4,1997,16,5,2012,1350000.0
הגיתית 3,16.5.2012,67,16417,3.0,0,1997,16,5,2012,1099939.0
התזמורת 50,11.5.2012,72,17013,3.0,1,1998,11,5,2012,1224936.0
האורגן 9,8.5.2012,93,15376,4.0,4,1999,8,5,2012,1429968.0
האורגן 1,4.5.2012,93,14946,4.0,3,1996,4,5,2012,1389978.0
החליל 24,1.5.2012,50,22700,2.5,1,1995,1,5,2012,1135000.0
התוף 9,1.5.2012,44,22159,2.5,4,2000,1,5,2012,974996.0
העוגב 5,1.5.2012,94,14840,4.0,2,2000,1,5,2012,1394960.0
החליל 26,24.4.2012,84,16428,4.0,1,1998,24,4,2012,1379952.0
הפסנתר 3,23.4.2012,108,18981,5.0,0,1997,23,4,2012,2049948.0
האורגן 10,18.4.2012,94,15106,4.0,1,1998,18,4,2012,1419964.0
הגיתית 6,16.4.2012,91,15934,4.0,3,1997,16,4,2012,1449994.0
התזמורת 50,15.4.2012,97,17010,4.0,4,1998,15,4,2012,1649970.0
החליל 10,10.4.2012,83,16265,5.0,1,2000,10,4,2012,1349995.0
הפסנתר 11,2.4.2012,64,20937,3.0,2,1998,2,4,2012,1339968.0
הכינור 4,29.3.2012,69,17246,3.0,0,1997,29,3,2012,1189974.0
המפוחית 2,28.3.2012,82,16341,3.5,2,1998,28,3,2012,1339962.0
המפוחית 4,25.3.2012,83,15903,4.0,4,1990,25,3,2012,1319949.0
הגיתית 7,21.3.2012,92,15652,4.0,2,1998,21,3,2012,1439984.0
העוגב 2,20.3.2012,119,17647,5.0,3,1996,20,3,2012,2099993.0
הכינור 9,19.3.2012,70,17214,3.0,3,1996,19,3,2012,1204980.0
התזמורת 36,19.3.2012,73,17808,3.0,2,1998,19,3,2012,1299984.0
הפסנתר 19,19.3.2012,73,18493,4.0,5,1998,19,3,2012,1349989.0
המפוחית 12,15.3.2012,105,14857,4.0,0,1997,15,3,2012,1559985.0
הקלרנית 1,14.3.2012,64,18750,3.0,1,2008,14,3,2012,1200000.0
הגיתית 4,13.3.2012,67,18582,3.0,4,2000,13,3,2012,1244994.0
התזמורת 50,8.3.2012,90,15833,4.0,3,1998,8,3,2012,1424970.0
המפוחית 9,1.3.2012,74,16216,3.0,5,1800,1,3,2012,1199984.0
התזמורת 26,21.2.2012,67,18507,3.0,1,1999,21,2,2012,1239969.0
התזמורת 27,16.2.2012,70,18142,3.0,4,1985,16,2,2012,1269940.0
התזמורת 10,30.1.2012,69,18840,3.0,1,1996,30,1,2012,1299960.0
הגיתית 10,27.1.2012,92,14782,4.0,5,1999,27,1,2012,1359944.0
החליל 6,26.1.2012,79,20316,4.0,0,2000,26,1,2012,1604964.0
הכינור 3,25.1.2012,90,14444,4.0,2,2000,25,1,2012,1299960.0
התזמורת 40,23.1.2012,88,18750,4.5,6,1999,23,1,2012,1650000.0
התוף 5,23.1.2012,44,24545,2.5,6,2000,23,1,2012,1079980.0
המפוחית 10,17.1.2012,78,15192,3.0,1,1997,17,1,2012,1184976.0
התזמורת 10,16.1.2012,83,17228,4.0,11,1997,16,1,2012,1429924.0
הכינור 6,3.1.2012,96,16041,4.0,2,1997,3,1,2012,1539936.0
הגיתית 7,3.1.2012,67,18022,3.0,3,1980,3,1,2012,1207474.0
העוגב 12,28.12.2011,75,15906,3.0,4,1996,28,12,2011,1192950.0
התזמורת 16,28.12.2011,80,15625,3.0,4,1988,28,12,2011,1250000.0
הקלרנית 3,17.12.2011,120,15416,5.0,0,1998,17,12,2011,1849920.0
התוף 7,11.12.2011,44,22727,2.0,2,1999,11,12,2011,999988.0
הגיתית 7,9.12.2011,75,12307,3.0,5,1998,9,12,2011,923025.0
התוף 5,6.12.2011,44,24522,2.5,1,2001,6,12,2011,1078968.0
האורגן 10,6.12.2011,85,15294,4.0,6,1995,6,12,2011,1299990.0
הכינור 6,5.12.2011,98,14285,4.0,1,2000,5,12,2011,1399930.0
התזמורת 4,2.12.2011,69,18840,3.0,11,2000,2,12,2011,1299960.0
התזמורת 6,30.11.2011,82,18048,4.0,5,1997,30,11,2011,1479936.0
הפסנתר 7,30.11.2011,66,17727,3.0,3,1996,30,11,2011,1169982.0
התזמורת 6,28.11.2011,69,17826,3.0,5,1998,28,11,2011,1229994.0
התוף 9,28.11.2011,44,24772,2.5,8,2002,28,11,2011,1089968.0
הפסנתר 11,25.11.2011,63,18968,3.0,3,1985,25,11,2011,1194984.0
התזמורת 34,18.11.2011,124,18790,5.5,12,2000,18,11,2011,2329960.0
התזמורת 10,17.11.2011,84,17321,4.0,9,1996,17,11,2011,1454964.0
המפוחית 8,3.11.2011,68,17794,3.0,4,2000,3,11,2011,1209992.0
הגיתית 6,3.11.2011,92,15217,4.0,1,2000,3,11,2011,1399964.0
התזמורת 32,3.11.2011,99,16969,4.5,3,1998,3,11,2011,1679931.0
הפסנתר 6,2.11.2011,119,17226,4.5,6,1800,2,11,2011,2049894.0
התוף 7,1.11.2011,44,23181,2.5,2,2001,1,11,2011,1019964.0
המפוחית 6,1.11.2011,83,14457,3.5,3,1998,1,11,2011,1199931.0
הקלרנית 1,24.10.2011,80,17875,4.0,5,1997,24,10,2011,1430000.0
התזמורת 6,23.10.2011,82,17073,4.0,10,1997,23,10,2011,1399986.0
הכינור 6,6.10.2011,72,15833,3.0,3,1998,6,10,2011,1139976.0
העוגב 5,25.9.2011,75,17066,3.0,2,1990,25,9,2011,1279950.0
המפוחית 9,13.9.2011,71,16478,3.0,2,1999,13,9,2011,1169938.0
התוף 5,5.9.2011,44,24318,2.5,8,2003,5,9,2011,1069992.0
העוגן 10,5.9.2011,100,15600,4.0,4,1997,5,9,2011,1560000.0
המפוחית 8,25.7.2011,89,15056,3.5,5,1998,25,7,2011,1339984.0
התוף 5,22.7.2011,44,22545,2.5,10,2000,22,7,2011,991980.0
המפוחית 12,20.7.2011,87,15517,3.5,3,1994,20,7,2011,1349979.0
התזמורת 46,20.7.2011,96,16666,4.0,4,1995,20,7,2011,1599936.0
המפוחית 3,12.7.2011,82,16341,3.5,3,1980,12,7,2011,1339962.0
התוף 9,12.7.2011,44,23522,2.5,9,2000,12,7,2011,1034968.0
התוף 9,30.6.2011,44,23863,2.5,7,2000,30,6,2011,1049972.0
הכינור 9,28.6.2011,95,16315,4.0,3,1992,28,6,2011,1549925.0
הפסנתר 10,21.6.2011,101,17029,4.0,8,1998,21,6,2011,1719929.0
הפסנתר 5,21.6.2011,98,14948,4.0,5,1800,21,6,2011,1464904.0
הפסנתר 4,21.6.2011,98,15306,4.0,5,1999,21,6,2011,1499988.0
התזמורת 34,14.6.2011,92,19021,4.5,9,1998,14,6,2011,1749932.0
המפוחית 3,6.6.2011,82,16890,3.5,4,1998,6,6,2011,1384980.0
המפוחית 4,23.5.2011,68,18308,3.0,3,1997,23,5,2011,1244944.0
הקלרנית 10,19.5.2011,66,18939,3.0,2,2001,19,5,2011,1249974.0
המפוחית 9,17.5.2011,85,15764,3.5,1,1996,17,5,2011,1339940.0
הפסנתר 10,16.5.2011,125,15200,5.0,0,1998,16,5,2011,1900000.0
התזמורת 56,12.5.2011,80,16250,3.0,5,2007,12,5,2011,1300000.0
הגיתית 10,5.5.2011,92,17826,4.0,0,1998,5,5,2011,1639992.0
הפסנתר 11,4.5.2011,101,18118,4.0,7,1999,4,5,2011,1829918.0
הפסנתר 6,1.5.2011,119,17226,4.5,6,2002,1,5,2011,2049894.0
הגיתית 10,18.4.2011,67,18656,3.0,4,1998,18,4,2011,1249952.0
החליל 26,14.4.2011,67,18208,3.0,2,2000,14,4,2011,1219936.0
התוף 7,13.4.2011,44,23863,2.5,7,2001,13,4,2011,1049972.0
התזמורת 34,13.4.2011,98,16938,4.5,12,1997,13,4,2011,1659924.0
התזמורת 22,10.4.2011,109,21559,4.0,7,1998,10,4,2011,2349931.0
העוגב 10,10.4.2011,96,16125,4.0,4,1998,10,4,2011,1548000.0
התזמורת 32,8.4.2011,90,19055,4.5,10,1998,8,4,2011,1714950.0
המפוחית 3,7.4.2011,82,15853,3.5,2,1997,7,4,2011,1299946.0
הכינור 3,5.4.2011,113,15486,5.0,3,1998,5,4,2011,1749918.0
המפוחית 5,5.4.2011,68,17205,3.0,0,1997,5,4,2011,1169940.0
המפוחית 6,5.4.2011,82,16463,3.5,5,1996,5,4,2011,1349966.0
הקלרנית 8,4.4.2011,80,17999,4.0,4,1997,4,4,2011,1439920.0
העוגב 3,3.4.2011,93,15913,4.0,4,1995,3,4,2011,1479909.0
התוף 7,1.4.2011,51,19215,2.5,1,2002,1,4,2011,979965.0
העוגב 3,30.3.2011,75,17333,3.0,4,1996,30,3,2011,1299975.0
התזמורת 10,28.3.2011,83,16626,4.0,5,1997,28,3,2011,1379958.0
הגיתית 2,28.3.2011,67,18791,3.0,2,1994,28,3,2011,1258997.0
הפסנתר 8,28.3.2011,100,15700,4.0,0,1998,28,3,2011,1570000.0
האורגן 3,23.3.2011,83,17566,4.0,2,2008,23,3,2011,1457978.0
המפוחית 10,23.3.2011,83,15963,3.5,4,1990,23,3,2011,1324929.0
האורגן 5,23.3.2011,95,16000,4.0,4,2004,23,3,2011,1520000.0
התזמורת 22,22.3.2011,70,17714,3.0,3,1998,22,3,2011,1239980.0
העוגב 7,22.3.2011,75,16400,3.0,1,1997,22,3,2011,1230000.0
האורגן 4,16.3.2011,63,19047,3.0,4,1995,16,3,2011,1199961.0
המפוחית 12,16.3.2011,71,17605,3.0,1,1996,16,3,2011,1249955.0
המפוחית 4,15.3.2011,83,16024,3.5,2,1800,15,3,2011,1329992.0
התזמורת 10,13.3.2011,83,17289,4.0,4,1996,13,3,2011,1434987.0
הקלרנית 6,13.3.2011,86,17441,4.0,5,1998,13,3,2011,1499926.0
התוף 9,6.3.2011,70,14928,2.5,3,1999,6,3,2011,1044960.0
הקלרנית 5,6.3.2011,96,15885,4.0,6,2000,6,3,2011,1524960.0
התזמורת 10,6.3.2011,83,17289,4.0,3,1998,6,3,2011,1434987.0
הגיתית 3,3.3.2011,92,14673,3.5,7,1990,3,3,2011,1349916.0
המפוחית 5,23.2.2011,82,16463,3.5,3,2000,23,2,2011,1349966.0
הכינור 8,21.2.2011,103,15533,5.0,5,1996,21,2,2011,1599899.0
התזמורת 32,17.2.2011,88,20909,4.5,4,2000,17,2,2011,1839992.0
התוף 7,14.2.2011,44,24204,2.5,6,2002,14,2,2011,1064976.0
הכינור 8,11.2.2011,143,14090,4.0,0,2000,11,2,2011,2014870.0
התוף 9,6.2.2011,44,23636,2.5,4,2001,6,2,2011,1039984.0
הפסנתר 9,3.2.2011,94,17021,4.0,4,2005,3,2,2011,1599974.0
התזמורת 8,19.1.2011,88,16931,4.0,3,2000,19,1,2011,1489928.0
הפסנתר 3,18.1.2011,108,13888,5.0,1,2001,18,1,2011,1499904.0
הקלרנית 7,18.1.2011,112,15714,5.0,1,1997,18,1,2011,1759968.0
התזמורת 4,17.1.2011,69,18333,3.0,12,1997,17,1,2011,1264977.0
התזמורת 56,14.1.2011,65,19000,3.0,4,1997,14,1,2011,1235000.0
העוגב 9,10.1.2011,96,15781,4.0,3,1997,10,1,2011,1514976.0
הפסנתר 11,31.12.2010,100,13000,4.0,1,1998,31,12,2010,1300000.0
המפוחית 2,30.12.2010,68,18014,3.0,1,1800,30,12,2010,1224952.0
התוף 5,30.12.2010,44,22272,2.5,5,2000,30,12,2010,979968.0
התזמורת 18,30.12.2010,125,14800,5.0,5,1997,30,12,2010,1850000.0
התזמורת 22,29.12.2010,75,16266,3.0,0,1999,29,12,2010,1219950.0
התזמורת 56,29.12.2010,65,19230,3.0,5,1997,29,12,2010,1249950.0
הגיתית 2,23.12.2010,85,14117,3.5,5,1996,23,12,2010,1199945.0
המפוחית 5,22.12.2010,102,15686,4.0,0,1995,22,12,2010,1599972.0
התוף 7,21.12.2010,44,21363,2.5,0,2003,21,12,2010,939972.0
האורגן 8,20.12.2010,93,16129,4.0,5,1995,20,12,2010,1499997.0
הפסנתר 9,17.12.2010,120,16250,5.0,8,1996,17,12,2010,1950000.0
הפסנתר 3,13.12.2010,98,13265,4.0,3,1998,13,12,2010,1299970.0
הכינור 6,13.12.2010,67,17462,3.0,2,2000,13,12,2010,1169954.0
התזמורת 2,30.11.2010,108,21898,4.0,12,1998,30,11,2010,2364984.0
האורגן 5,26.11.2010,84,17380,4.0,3,1992,26,11,2010,1459920.0
העוגב 2,24.11.2010,94,15159,4.0,3,1996,24,11,2010,1424946.0
התזמורת 38,18.11.2010,124,18709,5.0,12,1997,18,11,2010,2319916.0
הפסנתר 3,17.11.2010,80,14250,3.0,3,1994,17,11,2010,1140000.0
התוף 9,17.11.2010,45,21555,2.5,7,2001,17,11,2010,969975.0
התזמורת 42,16.11.2010,96,15625,4.0,4,1997,16,11,2010,1500000.0
הכינור 3,15.11.2010,66,17727,3.0,1,1996,15,11,2010,1169982.0
המפוחית 4,14.11.2010,104,15721,4.0,5,1996,14,11,2010,1634984.0
האורגן 1,11.11.2010,62,18951,3.0,4,1995,11,11,2010,1174962.0
האורגן 8,3.11.2010,93,15591,4.0,0,1998,3,11,2010,1449963.0
הפסנתר 9,1.11.2010,125,16360,5.0,0,1997,1,11,2010,2045000.0
התזמורת 10,31.10.2010,83,16626,4.0,7,1998,31,10,2010,1379958.0
הפסנתר 11,25.10.2010,64,15937,3.0,3,1990,25,10,2010,1019968.0
הכינור 4,24.10.2010,68,16911,3.0,1,1996,24,10,2010,1149948.0
קלרינט 4,24.10.2010,112,15669,5.0,3,1997,24,10,2010,1754928.0
הקלרנית 3,20.10.2010,80,17000,4.0,3,2001,20,10,2010,1360000.0
התוף 7,12.10.2010,51,18235,2.5,1,2002,12,10,2010,929985.0
הגיתית 7,11.10.2010,92,14456,3.0,1,1800,11,10,2010,1329952.0
התזמורת 36,10.10.2010,113,12831,4.0,11,2000,10,10,2010,1449903.0
הפסנתר 9,6.10.2010,63,18095,3.0,2,1996,6,10,2010,1139985.0
המפוחית 5,4.10.2010,82,15707,3.5,4,1996,4,10,2010,1287974.0
החליל 26,3.10.2010,67,18171,4.0,2,1800,3,10,2010,1217457.0
החליל 28,1.10.2010,88,10227,4.0,1,1995,1,10,2010,899976.0
המפוחית 3,19.9.2010,110,12840,4.0,1,1998,19,9,2010,1412400.0
התזמורת 56,6.9.2010,65,18769,3.0,2,1997,6,9,2010,1219985.0
העוגב 8,5.9.2010,100,13450,4.0,3,1996,5,9,2010,1345000.0
התזמורת 46,1.9.2010,64,17031,3.0,1,2000,1,9,2010,1089984.0
החליל 20,27.8.2010,70,15428,3.0,2,1990,27,8,2010,1079960.0
הגיתית 3,25.8.2010,111,20720,5.0,1,1998,25,8,2010,2299920.0
התזמורת 48,24.8.2010,100,14800,4.0,6,1998,24,8,2010,1480000.0
האורגן 7,19.8.2010,93,14516,4.0,3,1997,19,8,2010,1349988.0
התזמורת 36,10.8.2010,74,17229,3.0,2,1993,10,8,2010,1274946.0
התזמורת 2,2.8.2010,83,16566,4.0,9,1999,2,8,2010,1374978.0
החליל 3,1.8.2010,87,15954,4.0,0,1996,1,8,2010,1387998.0
הגיתית 9,27.7.2010,89,15168,3.5,5,2000,27,7,2010,1349952.0
העוגן 7,21.7.2010,75,15466,3.0,3,2000,21,7,2010,1159950.0
המפוחית 12,18.7.2010,71,15845,3.0,3,1997,18,7,2010,1124995.0
התזמורת 44,15.7.2010,64,19531,3.0,2,1990,15,7,2010,1249984.0
התזמורת 56,15.7.2010,100,15200,4.5,3,1995,15,7,2010,1520000.0
